id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
2302169,302169 (2001 TD45),0.2954982931,0.6607542706,74711.6072389094,36340058.648364,Earth,False,19.77,True
3781867,(2017 SF14),0.0340843469,0.0762149166,25462.5813147293,69924870.88031663,Earth,False,24.46,False
3624742,(2013 BD18),0.1529519353,0.3420109247,96429.8862243385,45019813.24909692,Earth,False,21.2,True
3762124,(2016 UY41),0.04411182,0.0986370281,44237.5888487486,25520580.520739783,Earth,False,23.9,False
3803910,(2018 HP),0.0146067964,0.0326617897,38738.1934302275,17822711.046078913,Earth,False,26.3,False
3756913,(2016 PL1),0.4836764882,1.0815335068,59153.3002469462,74036362.35595945,Earth,False,18.7,False
2411165,411165 (2010 DF1),0.1067959975,0.2388031102,98314.0814087057,63995212.54996376,Earth,False,21.98,True
2523654,523654 (2011 SR5),0.1925550782,0.4305662442,67320.9974697142,53244304.40122848,Earth,False,20.7,True
3819747,(2018 JP),0.0088014652,0.0196806745,68478.3767091251,68178940.39397281,Earth,False,27.4,False
3610765,(2012 TJ146),0.1961349444,0.4385710684,30477.1427248156,12345335.441727407,Earth,False,20.66,True
3591722,(2011 YJ28),0.1460679643,0.3266178974,70680.5353941286,58168790.87194981,Earth,False,21.3,True
3559906,(2011 EV73),0.0055533491,0.0124176661,19712.9294937924,566160.574029139,Earth,False,28.4,False
2141851,141851 (2002 PM6),0.7595475664,1.6983999907,104998.5151532676,10223807.084890164,Earth,False,17.72,True
3610177,(2012 TH79),0.1272198785,0.2844722965,33093.893032874,20699359.6944246,Earth,False,21.6,False
2606441,606441 (2017 YT5),0.4004561582,0.8954471917,74854.5849966384,7781638.761699475,Earth,False,19.11,True
3727347,(2015 RW82),0.058150704,0.130028927,21373.3871943227,29870905.459590983,Earth,False,23.3,False
3092286,(2001 BB40),0.0319561887,0.0714562102,38796.4598154052,5427640.685445764,Earth,False,24.6,False
3031184,(2000 EU70),0.4411182,0.9863702813,89126.3390516482,73405446.02513379,Earth,False,18.9,True
3584583,(2011 UX275),0.0183888672,0.0411187571,62244.2844800089,72968486.6388761,Earth,False,25.8,False
3824082,(2018 JB2),0.0334622374,0.0748238376,42369.1901516322,10307902.689762592,Earth,False,24.5,False
2441987,441987 (2010 NY65),0.1420872067,0.317716653,94318.7076294696,72024551.00679271,Earth,False,21.36,True
54194978,(2021 RU7),0.0535247906,0.1196850702,63328.9861398071,51202171.50858507,Earth,False,23.48,False
2434344,434344 (2004 RV10),0.3009920165,0.6730386097,64484.6403660203,55048272.62290112,Earth,False,19.73,False
3714452,(2015 FQ117),0.2016299194,0.4508582062,51512.2204846946,58498631.286825694,Earth,False,20.6,True
3076784,(2001 HL31),0.2315021222,0.5176544822,90456.0358178599,7563395.231248102,Earth,False,20.3,True
3841670,(2019 HH4),0.2658,0.5943468684,78736.2492817094,22648981.877611272,Earth,False,20.0,True
54230518,(2021 XM6),0.0400456158,0.0895447192,63117.7521510823,8791477.057609502,Earth,False,24.11,False
3399920,(2008 AK33),0.2016299194,0.4508582062,136810.81116229,65488786.17996756,Earth,False,20.6,True
54272764,(2022 GL4),0.0110294785,0.0246626636,59207.5844458762,27534247.511805564,Earth,False,26.91,False
3290808,(2005 RC34),0.3051792326,0.6824015094,63480.5579901402,56304133.51709941,Earth,False,19.7,True
3959232,(2019 YM4),0.022108281,0.0494356193,24440.6625226879,14678358.69982416,Earth,False,25.4,False
3781594,(2017 SN2),0.160160338,0.358129403,69702.6583695197,57770811.88852249,Earth,False,21.1,True
54062092,(2020 TC5),0.046190746,0.1032856481,35193.9364437769,31177049.429210268,Earth,False,23.8,False
54166588,(2021 NL1),0.0655473256,0.1465682757,25864.3433947231,9807630.732320089,Earth,False,23.04,False
3179361,(2004 HE),0.0116025908,0.0259441818,65702.9807257338,276718.525394417,Earth,False,26.8,False
2189865,189865 (2003 NC),0.3737274319,0.8356799428,76794.6027272954,45850083.89596177,Earth,False,19.26,True
2019356,19356 (1997 GH3),1.1818299089,2.6426520142,29134.6103060234,21794141.15689932,Earth,False,16.76,False
3727175,(2015 RB36),0.0253837029,0.0567596853,18842.7366916231,19400434.46530365,Earth,False,25.1,False
3825122,(2018 LL2),0.2658,0.5943468684,59541.919873258,46531695.62385768,Earth,False,20.0,True
3654378,(2013 WF108),0.2315021222,0.5176544822,66297.0012802618,4332726.649338643,Earth,False,20.3,True
3666783,(2014 FO47),0.2325706875,0.5200438667,43892.4453158448,20018499.097433954,Earth,False,20.29,True
3632240,(2013 EM89),0.0167708462,0.0375007522,14558.5545213021,37382391.725927785,Earth,False,26.0,False
3761034,(2016 TA57),0.1838886721,0.411187571,84054.3355020625,67801902.68886,Earth,False,20.8,True
54097968,(2020 XP),0.1118291378,0.250057554,48991.8636529218,32494633.417224616,Earth,False,21.88,True
3767936,(2017 BQ93),0.2111324448,0.4721064988,76065.3864417913,46222602.20454252,Earth,False,20.5,True
54051093,(2020 PS4),0.1214940408,0.2716689341,60441.8742452023,42955801.60812685,Earth,False,21.7,True
3402131,(2008 CC6),0.1058168859,0.2366137501,92402.3506344948,8461482.452209003,Earth,False,22.0,True
3781344,(2017 RV),0.1108038821,0.2477650126,48655.3051323529,32797747.230158422,Earth,False,21.9,True
2004401,4401 Aditi (1985 TB),1.6617090174,3.7156943217,59742.9206420249,50400254.26569962,Earth,False,16.02,False
3747357,(2016 EL158),0.2210828104,0.4943561926,83460.8039456966,66916454.39354392,Earth,False,20.4,False
54049346,(2020 OD3),0.0483676488,0.1081533507,79403.9486751292,12644260.708778448,Earth,False,23.7,False
2363116,363116 (2001 GQ2),0.2492039814,0.5572370428,68001.6031258802,2967138.829131047,Earth,False,20.14,True
2363831,363831 (2005 PY16),0.3806755436,0.8512163929,83466.9365954998,67972875.62611814,Earth,False,19.22,True
3825648,(2018 NK4),0.0242412481,0.0542050786,16784.1310537401,7053526.839721263,Earth,False,25.2,False
2089136,89136 (2001 US16),0.2424124811,0.5420507863,14759.5698314961,4263369.321900106,Earth,False,20.2,True
2163026,163026 (2001 XR30),0.1677084622,0.3750075218,28072.3872669083,29890644.644221105,Earth,False,21.0,True
2269690,269690 (1996 RG3),0.5553349116,1.2417666126,40450.0306536522,24052221.4920462,Earth,False,18.4,True
3619322,(2012 XP2),0.0384197891,0.0859092601,59426.4173979002,28440269.089635737,Earth,False,24.2,False
2277617,277617 (2006 BT7),0.57089334,1.2765563162,111404.0082113082,66367787.67475428,Earth,False,18.34,False
3520759,(2010 JJ41),0.1160259082,0.2594418179,71611.4326189514,7520338.077023211,Earth,False,21.8,True
3276397,(2005 GD60),0.1214940408,0.2716689341,77346.8014187718,54495208.02592923,Earth,False,21.7,True
3401432,(2008 CS1),0.2538370294,0.5675968529,70833.9605663434,7220822.840852252,Earth,False,20.1,True
3435542,(2008 UD202),0.04411182,0.0986370281,15496.8370376754,21176335.49364177,Earth,False,23.9,False
2221980,221980 (1996 EO),0.4212646106,0.9419763057,85612.9275653105,54255472.47260495,Earth,False,19.0,True
3831459,(2018 TM2),0.0253837029,0.0567596853,24330.1978877207,16505654.04648121,Earth,False,25.1,False
2523807,523807 (2003 LG),0.5426939457,1.2135005535,76654.4634473688,28791671.13527345,Earth,False,18.45,False
3092522,(2001 WP15),0.1394938229,0.3119176705,40684.5942402236,23165951.066675745,Earth,False,21.4,False
3715376,(2015 FS332),0.5451989071,1.2191018176,76132.1237259452,7136236.794322816,Earth,False,18.44,True
54016234,(2020 FQ1),0.1214940408,0.2716689341,44745.3268427102,14198700.266722778,Earth,False,21.7,False
2525484,525484 (2005 GL),0.1474195145,0.3296400556,86881.3754858179,64663522.02029948,Earth,False,21.28,True
54171312,(2021 NW8),0.0271991277,0.0608190985,27436.1919599774,9530124.499341186,Earth,False,24.95,False
3802120,(2018 FO5),0.2111324448,0.4721064988,63740.6606287724,40847276.62726532,Earth,False,20.5,True
3842893,(2019 LY5),0.160160338,0.358129403,53327.3561670636,35957186.82079842,Earth,False,21.1,False
3843858,(2019 RU3),0.6494638409,1.4522452972,111863.0696128276,54465508.89935046,Earth,False,18.06,True
3444552,(2009 BG11),0.0880146521,0.1968067451,44223.7402872479,50999748.94023214,Earth,False,22.4,False
3565395,(2011 JW10),0.0667659413,0.1492931834,41337.4743475283,31595688.68631309,Earth,False,23.0,False
54216189,(2021 VR1),0.003094247,0.0069189466,64393.8074109292,73195911.7984379,Earth,False,29.67,False
2497117,497117 (2004 FU4),0.5977987142,1.3367185619,55538.0671935917,63381977.62522726,Earth,False,18.24,True
3457843,(2009 HD21),0.6089126221,1.3615700154,70003.2388071686,8793756.659872135,Earth,False,18.2,True
3749070,(2016 GU2),0.0421264611,0.0941976306,107207.2752037405,48509827.48095875,Earth,False,24.0,False
2096536,96536 (1998 SO10),2.1210698788,4.7428564339,132669.3424049852,68309443.24777092,Earth,False,15.49,False
3552574,(2010 WF3),0.1677084622,0.3750075218,32754.9443572523,33807610.07507892,Earth,False,21.0,False
3837799,(2019 AE9),0.0096506147,0.0215794305,69201.122084554,99646.647534029,Earth,False,27.2,False
3748550,(2016 GT),0.0167708462,0.0375007522,28183.3668915243,4094225.263482072,Earth,False,26.0,False
3775205,(2017 LU),0.5182686946,1.1588840318,69550.3394554435,62092534.94133221,Earth,False,18.55,True
3617387,(2012 VE46),0.2424124811,0.5420507863,27380.6407822952,8370513.318883046,Earth,False,20.2,True
3752013,(2016 GX221),0.1272198785,0.2844722965,152474.062894155,57610983.94769999,Earth,False,21.6,True
3455137,(2009 FU23),0.2573682542,0.5754929116,53462.2683027334,63862146.426421925,Earth,False,20.07,True
2474585,474585 (2004 HC2),0.3122877701,0.6982966825,91002.9308444402,73007804.57938056,Earth,False,19.65,False
3989724,(2020 CW1),0.0766575574,0.1714115092,19484.2417753346,60677691.49883457,Earth,False,22.7,False
3669221,(2014 HL123),0.0884209093,0.1977151638,34951.1675158119,38107687.99159579,Earth,False,22.39,False
3102743,(2002 AT4),0.1529519353,0.3420109247,22911.9786153452,9760786.328498704,Earth,False,21.2,True
3802398,(2018 GM),0.1272198785,0.2844722965,122048.9875399291,68418703.93705858,Earth,False,21.6,True
3765646,(2016 XH2),0.1529519353,0.3420109247,57307.7125163196,55954059.03287965,Earth,False,21.2,True
3555013,(2011 AM1),0.2424124811,0.5420507863,63538.6523287831,36688105.0043406,Earth,False,20.2,False
3856702,(2019 SV3),0.063760979,0.1425738833,23832.7320852313,39688220.52970382,Earth,False,23.1,False
3407475,(2008 FH),0.0366906138,0.0820427065,46241.5312768615,6160382.99061579,Earth,False,24.3,False
3825756,(2018 NY14),0.2424124811,0.5420507863,71840.1666793216,50607167.0141206,Earth,False,20.2,True
3835509,(2018 UC2),0.1108038821,0.2477650126,99095.7256582594,67036293.5820531,Earth,False,21.9,True
3589718,(2011 WA96),0.2315021222,0.5176544822,23546.7095484096,48253600.30332504,Earth,False,20.3,False
3873324,(2019 TY),0.0766575574,0.1714115092,44112.2051673212,17359226.97012427,Earth,False,22.7,False
2371660,371660 (2007 CN26),0.1677084622,0.3750075218,29185.8090297551,70493504.74097069,Earth,False,21.0,True
2242450,242450 (2004 QY2),2.9549829311,6.6075427063,125443.514281873,72072342.08089525,Earth,False,14.77,True
3717040,(2015 HB10),0.6089126221,1.3615700154,95731.2526066045,63916745.714547954,Earth,False,18.2,True
3739011,(2015 YU7),0.1414343753,0.3162568776,46892.4529266353,65890128.54238652,Earth,False,21.37,True
2065909,65909 (1998 FH12),0.3635423218,0.8129053443,66038.3394134821,7512183.661687168,Earth,False,19.32,True
2506074,506074 (2015 UM67),0.4310771239,0.9639177525,51353.8369058552,45465820.120054975,Earth,False,18.95,True
3754328,(2016 MH),0.1058168859,0.2366137501,31553.2468550041,40066694.28460992,Earth,False,22.0,False
54049836,(2020 OW5),0.0152951935,0.0342010925,26935.8957436913,924784.950514072,Earth,False,26.2,False
3892276,(2019 VA1),0.008405334,0.0187948982,80160.1607254032,54501342.43618645,Earth,False,27.5,False
3718828,(2015 HX176),0.4212646106,0.9419763057,121454.138419979,60986840.11976376,Earth,False,19.0,True
54268819,(2022 FY4),0.0212106988,0.0474285643,48552.4338006902,59010707.30907992,Earth,False,25.49,False
2375054,375054 (2007 PF6),0.1822027706,0.4074177807,101172.1494343216,70528206.19592546,Earth,False,20.82,True
2612780,612780 (2004 MD),0.2412986969,0.5395602892,44357.5974108769,3241033.874246658,Earth,False,20.21,True
2007839,7839 (1994 ND),0.7320739893,1.6369672047,91059.2685498391,70739092.08425619,Earth,False,17.8,False
54017141,(2020 KE2),0.058150704,0.130028927,60542.8737586643,53629459.13716963,Earth,False,23.3,False
3801944,(2018 FE),0.0060891262,0.0136157002,43663.8922564741,1511314.531165819,Earth,False,28.2,False
3713318,(2015 EQ7),0.0506471459,0.1132504611,22580.8538898671,28929820.953472763,Earth,False,23.6,False
3459086,(2009 HY67),0.1058168859,0.2366137501,73378.225989769,48322581.48187924,Earth,False,22.0,False
2361689,361689 (2007 VY7),0.3669061375,0.8204270649,82466.8279589416,66558581.746355735,Earth,False,19.3,False
3076814,(2001 KF54),0.2538370294,0.5675968529,44272.0820321273,25579496.560123168,Earth,False,20.1,True
2530520,530520 (2011 LT17),0.1198270801,0.2679414966,70281.1565514346,38628781.36953936,Earth,False,21.73,True
3698573,(2014 WO201),0.0175612318,0.0392681082,23965.5402866582,5653846.637326822,Earth,False,25.9,False
3614394,(2012 UR136),0.3841978911,0.8590926012,67234.8069412034,61943248.249861605,Earth,False,19.2,True
3721907,(2015 MW53),0.1272198785,0.2844722965,62839.3289396108,67925396.46357456,Earth,False,21.6,True
3256324,(2004 TG10),0.3503926411,0.7835017643,59866.3807105338,66301815.2235213,Earth,False,19.4,True
3760882,(2016 TJ55),0.04411182,0.0986370281,58696.8205223466,10621727.201555643,Earth,False,23.9,False
3719193,(2015 JO1),0.0608912622,0.1361570015,80837.2446249114,9907041.090018451,Earth,False,23.2,False
3769817,(2017 DU34),0.0116025908,0.0259441818,85338.9500829325,53777267.5024889,Earth,False,26.8,False
3608092,(2012 QG42),0.1756123185,0.3926810818,88119.2978652323,66216148.55677792,Earth,False,20.9,True
3758923,(2016 RB1),0.0058150704,0.0130028927,45892.24520625,56933426.03784512,Earth,False,28.3,False
2399774,399774 (2005 NB7),0.5158874663,1.1535594433,38669.5533153359,6316077.12341616,Earth,False,18.56,True
2549948,549948 (2011 WL2),0.1925550782,0.4305662442,28100.8268424058,56471231.39081137,Earth,False,20.7,True
54137793,(2021 GA13),0.0382432662,0.0855145429,22741.455122701,23417055.89356237,Earth,False,24.21,False
3454737,(2009 FA5),0.0167708462,0.0375007522,28030.8216830474,6089059.857406731,Earth,False,26.0,False
54212938,(2021 UW2),0.0084441313,0.0188816516,22938.6578611098,66437334.48285496,Earth,False,27.49,False
54162241,(2019 WQ19),0.2492039814,0.5572370428,96190.3892423963,20707687.97240515,Earth,False,20.14,True
3789120,(2017 VY1),0.02658,0.0594346868,26808.5549168689,8341821.165486822,Earth,False,25.0,False
3163738,(2003 TO9),0.1108038821,0.2477650126,32698.0737322889,3299739.190070354,Earth,False,21.9,True
2496005,496005 (2007 XJ16),0.4023045798,0.8995803882,35504.1973479373,16742145.569994545,Earth,False,19.1,True
3638380,(2013 JL22),0.1460679643,0.3266178974,74469.3503792216,12490406.97385418,Earth,False,21.3,True
2138524,138524 (2000 OJ8),1.214940408,2.7166893409,37294.4176122802,19153466.90214996,Earth,False,16.7,True
3634847,(2013 GA80),0.1332155667,0.2978790628,57476.745774769,51831593.04253387,Earth,False,21.5,True
2200840,200840 (2001 XN254),0.8522263865,1.9056361323,31910.309871853,10781403.061183508,Earth,False,17.47,True
3330050,(2006 HD2),0.1756123185,0.3926810818,39545.6797669716,21640323.265624706,Earth,False,20.9,True
3773760,(2017 GM4),0.1058168859,0.2366137501,53526.6393414581,46537967.00592466,Earth,False,22.0,True
3761644,(2016 UR31),0.0305179233,0.0682401509,24778.3916959445,21953919.565867063,Earth,False,24.7,False
54166827,(2021 NY1),0.1139081967,0.2547064711,33674.4487221656,1498049.059721865,Earth,False,21.84,True
3648716,(2013 SW24),0.1677084622,0.3750075218,51196.2044373518,6458606.000385689,Earth,False,21.0,True
3726665,(2015 QF9),0.1529519353,0.3420109247,63616.7368809976,70337006.42986035,Earth,False,21.2,False
3648539,(2013 SW19),0.0105816886,0.023661375,30366.2394028602,1714324.660112962,Earth,False,27.0,False
3662635,(2014 DK23),0.0096506147,0.0215794305,28534.3359745523,1090258.699990591,Earth,False,27.2,False
2350751,350751 (2002 AW),0.1822027706,0.4074177807,44807.8996610183,21644663.51870744,Earth,False,20.82,True
2439877,439877 (1999 XM141),0.3009920165,0.6730386097,46655.5151957807,22547746.725094646,Earth,False,19.73,True
2612348,612348 (2002 GZ8),0.477040198,1.0666943108,76162.1311130771,55585016.70560728,Earth,False,18.73,True
2504256,504256 (2006 VD13),0.4411182,0.9863702813,42875.6444554284,22366959.748690464,Earth,False,18.9,True
3726599,(2015 QT8),0.046190746,0.1032856481,26665.4669537927,13646703.439507795,Earth,False,23.8,False
3257201,(2004 UR),0.063760979,0.1425738833,78976.8613123963,70487708.54157797,Earth,False,23.1,False
2002101,2101 Adonis (1936 CA),0.4972273129,1.1118340719,106221.773314039,24086731.626285017,Earth,False,18.64,True
2481394,481394 (2006 SF6),0.273246732,0.6109982675,78035.9494788562,68197277.44264679,Earth,False,19.94,True
3678629,(2014 OM339),0.1363185559,0.3048175575,79156.4147387816,51774245.34234021,Earth,False,21.45,True
3879233,(2019 UQ),0.0152951935,0.0342010925,46615.2704799412,1645303.449168741,Earth,False,26.2,False
3752155,(2016 HM),0.2538370294,0.5675968529,76313.7079276676,38031128.03534951,Earth,False,20.1,False
54244785,(2022 CH1),0.0193443872,0.0432553648,113592.915573358,71945053.06805792,Earth,False,25.69,False
2089958,89958 (2002 LY45),0.9650614696,2.1579430484,73525.4814699648,74154996.14467129,Earth,False,17.2,True
2202683,202683 (2006 US216),0.2914439045,0.6516883822,100051.1907767532,68962661.70385508,Earth,False,19.8,True
3623998,(2013 AF69),0.0840533402,0.1879489824,96707.6828238506,59573444.45553241,Earth,False,22.5,False
3461189,(2009 KE3),0.5815070396,1.30028927,79063.1855397536,25770222.295417603,Earth,False,18.3,True
3648367,(2013 RY80),0.0183888672,0.0411187571,24338.7784600281,3543580.24749977,Earth,False,25.8,False
2154007,154007 (2002 BY),0.6863647587,1.5347582577,6058.9719466858,53222307.859539,Earth,False,17.94,False
3392365,(2007 VT6),0.2111324448,0.4721064988,50183.4413592324,21300118.785114147,Earth,False,20.5,True
3787632,(2017 UC3),0.0766575574,0.1714115092,111977.8758785966,6156682.792019849,Earth,False,22.7,False
3838266,(2019 CL5),0.0291443905,0.0651688382,35836.9479538521,7337341.435360621,Earth,False,24.8,False
54266166,(2022 BY39),0.0027450798,0.0061381851,61150.649114016,74731340.17482665,Earth,False,29.93,False
3893233,(2019 WG),0.0384197891,0.0859092601,39480.3439535228,24416474.114395205,Earth,False,24.2,False
3723597,(2015 MT96),0.4619074603,1.0328564805,76663.1429572345,74516822.49900591,Earth,False,18.8,True
54075586,(2020 UQ2),0.1108038821,0.2477650126,105066.6377749553,16120881.129183665,Earth,False,21.9,False
3755501,(2016 ND39),0.0242412481,0.0542050786,48899.0128065174,1867024.412027838,Earth,False,25.2,False
2065717,65717 (1993 BX3),0.1881719895,0.42076536,17105.2742693963,58342784.22012283,Earth,False,20.75,True
3309093,(2005 YU3),0.2914439045,0.6516883822,62307.3114433552,57046061.71491913,Earth,False,19.8,True
2452302,452302 (1995 YR1),0.2412986969,0.5395602892,153487.5613109471,62976570.494203165,Earth,False,20.21,True
2469896,469896 (2005 WC1),0.1925550782,0.4305662442,63660.770495437,3028157.39177834,Earth,False,20.7,True
2504034,504034 (2005 UJ159),0.8027031673,1.7948988478,154743.8358113618,71794616.16344424,Earth,False,17.6,True
3595889,(2012 AC13),0.2719912773,0.6081909854,3751.175418625,60787274.990406126,Earth,False,19.95,False
54017562,(2020 MZ),0.0183888672,0.0411187571,57712.2581478726,50771798.94646305,Earth,False,25.8,False
3842757,(2019 LG1),0.1838886721,0.411187571,47272.7594724095,13002347.72971434,Earth,False,20.8,True
2485652,485652 (2011 WO41),1.2721987854,2.844722965,57753.9987020413,51638246.24783853,Earth,False,16.6,True
3714126,(2015 FN36),0.0421264611,0.0941976306,67141.1030908529,17715188.998196177,Earth,False,24.0,False
54236614,(2022 AZ5),0.0702352248,0.157050737,6683.0408586423,32832631.314192884,Earth,False,22.89,False
3838043,(2019 BX3),0.0167708462,0.0375007522,32673.3807552416,6764002.078424218,Earth,False,26.0,False
3738968,(2015 YC2),0.058150704,0.130028927,100128.6129951169,59857905.508447394,Earth,False,23.3,False
3472299,(2009 UY17),0.1756123185,0.3926810818,102264.6716087458,59559862.2405183,Earth,False,20.9,True
2065690,65690 (1991 DG),0.407901194,0.912094798,61374.1721002103,37056012.27273413,Earth,False,19.07,True
3879286,(2019 UH2),0.1529519353,0.3420109247,66180.4264376068,42073682.56852826,Earth,False,21.2,False
2534676,534676 (2014 VK2),0.477040198,1.0666943108,103997.4715604534,66172249.13662536,Earth,False,18.73,False
2514568,514568 (1994 RC),0.3669061375,0.8204270649,91423.6821304416,66050992.92717196,Earth,False,19.3,True
3638629,(2013 KZ1),0.1332155667,0.2978790628,105112.4555838161,53933548.268376686,Earth,False,21.5,True
3653902,(2013 WR43),0.1160259082,0.2594418179,44023.0518940298,15695625.248049464,Earth,False,21.8,True
3363698,(2006 XQ4),0.0160160338,0.0358129403,16550.7572510954,8171835.933205565,Earth,False,26.1,False
54111265,(2021 CF4),0.1237527837,0.2767196367,100139.4071209865,13524644.02413058,Earth,False,21.66,True
54017161,(2020 KP2),0.0253837029,0.0567596853,29894.5479956487,70978917.24670461,Earth,False,25.1,False
3749350,(2016 GG134),0.0211132445,0.0472106499,30316.6070737772,6979975.206881962,Earth,False,25.5,False
3730623,(2015 TF202),0.3986162293,0.8913329856,2637.8065707386,70190241.06089072,Earth,False,19.12,False
3303218,(2005 WA1),0.1272198785,0.2844722965,96261.5419294316,70858278.71189664,Earth,False,21.6,True
2477162,477162 (2009 ES),0.191670368,0.428587972,56506.7754958921,70152480.10509765,Earth,False,20.71,True
3332531,(2006 JX25),0.2538370294,0.5675968529,11594.1029374011,56352929.42513495,Earth,False,20.1,False
2192563,192563 (1998 WZ6),0.9474471126,2.118556149,51837.7872061224,42962207.11964409,Earth,False,17.24,True
54191845,(2021 RH),0.0185590173,0.0414992243,62473.868514185,67394681.65374258,Earth,False,25.78,False
3401428,(2008 CL1),0.3346223745,0.7482383761,73653.824364215,70666948.18233338,Earth,False,19.5,False
3884238,(2019 US10),0.1925550782,0.4305662442,53008.701072106,55458178.41619249,Earth,False,20.7,True
2516454,516454 (2005 FN4),0.5064714588,1.1325046106,67657.7842864337,54349623.61246495,Earth,False,18.6,True
3638504,(2013 JW28),0.0291443905,0.0651688382,28648.8789967308,7595885.180890655,Earth,False,24.8,False
54017377,(2020 LG),0.0334622374,0.0748238376,57053.0795754002,55480781.84652099,Earth,False,24.5,False
54087574,(2020 VM1),0.1838886721,0.411187571,106120.1642698523,28157094.27920701,Earth,False,20.8,True
3843353,(2019 OY),0.0421264611,0.0941976306,29752.024048456,20092385.97909993,Earth,False,24.0,False
3661493,(2014 CD13),0.1460679643,0.3266178974,76445.1714569155,65547834.00011461,Earth,False,21.3,True
54016377,(2020 FO5),0.2111324448,0.4721064988,99062.8228224644,21261826.87656088,Earth,False,20.5,True
2380636,380636 (2004 XN14),0.2996090839,0.6699462782,74260.5171033517,62361964.47506855,Earth,False,19.74,True
3646733,(2013 QB11),0.0334622374,0.0748238376,30001.7909569122,9226397.7689742,Earth,False,24.5,False
3591721,(2011 YH28),0.2063264836,0.4613600429,83952.3591125017,30106860.839298025,Earth,False,20.55,True
3472375,(2009 UY19),0.0555334912,0.1241766613,44976.7502404326,57672093.959525205,Earth,False,23.4,False
3989152,(2020 BN6),0.0231502122,0.0517654482,19912.4306423978,19958178.46868936,Earth,False,25.3,False
3747314,(2016 EH157),0.160160338,0.358129403,42835.845380247,10263492.003929516,Earth,False,21.1,True
2163697,163697 (2003 EF54),0.2658,0.5943468684,78013.5792297149,50026523.24198569,Earth,False,20.0,True
54212683,(2021 UP1),0.1881719895,0.42076536,88474.3099762223,62494344.8270145,Earth,False,20.75,True
3843363,(2019 OM1),0.1394938229,0.3119176705,104803.1280698476,70500673.8149762,Earth,False,21.4,True
3831738,(2018 TB5),0.0133215567,0.0297879063,82359.3741260526,34519665.08919813,Earth,False,26.5,False
3774099,(2017 HX3),0.1123453177,0.2512117673,69500.3460481436,37915063.93412999,Earth,False,21.87,True
54017264,(2020 KS5),0.022108281,0.0494356193,65767.8893822172,45921503.43003825,Earth,False,25.4,False
3681972,(2014 PW59),0.1756123185,0.3926810818,110894.3549972978,61689767.44976449,Earth,False,20.9,True
3013075,(6344 P-L),0.2210828104,0.4943561926,35604.000806432,10773918.380551668,Earth,False,20.4,True
3596143,(2012 BS23),0.1332155667,0.2978790628,90237.9352044953,54389118.781566,Earth,False,21.5,True
3299815,(2005 VE7),0.5553349116,1.2417666126,55124.3013220555,37632354.25339866,Earth,False,18.4,False
3825489,(2018 MG7),0.1460679643,0.3266178974,83019.2514879856,73362158.9689023,Earth,False,21.3,True
54184281,(2021 PC7),0.3536347843,0.7907514169,90338.1358876517,62909103.85944463,Earth,False,19.38,True
2468909,468909 (2014 KZ44),0.2210828104,0.4943561926,81798.2363846502,69934725.32584736,Earth,False,20.4,False
3798968,(2018 BF6),0.0201629919,0.0450858206,66627.1770841854,2551180.066662885,Earth,False,25.6,False
3366078,(2007 AH12),0.2111324448,0.4721064988,48352.8289485992,67602915.06711972,Earth,False,20.5,False
3374390,(2007 HV4),0.0048367649,0.0108153351,51110.3338951788,28100386.394143555,Earth,False,28.7,False
3893453,(2019 WA2),0.0350392641,0.0783501764,41076.9623088184,17204863.76469393,Earth,False,24.4,False
2186822,186822 (2004 FE31),0.6959130436,1.5561088719,76552.1096771466,50815160.69691104,Earth,False,17.91,False
3261919,(2004 VM24),0.0192555078,0.0430566244,45907.1909807749,791125.536779612,Earth,False,25.7,False
2220839,220839 (2004 VA),0.8720772891,1.9500241,44916.5565748678,31117667.12318568,Earth,False,17.42,True
54005664,(2020 DT3),0.1529519353,0.3420109247,68565.8101366739,34247488.17561946,Earth,False,21.2,True
54075590,(2020 UU2),0.0360209346,0.0805452583,45527.9020337171,8834860.215512697,Earth,False,24.34,False
2533011,533011 (2014 AY28),0.1139081967,0.2547064711,13993.2224547285,58192093.34320525,Earth,False,21.84,True
3392450,(2007 VJ8),0.0278326768,0.0622357573,19961.5557577572,19233754.02948813,Earth,False,24.9,False
3739077,(2015 YO10),0.0127219879,0.0284472297,39740.3726074913,52030696.647502765,Earth,False,26.6,False
3843885,(2019 SQ),0.0175612318,0.0392681082,27882.0916451179,25216446.55505109,Earth,False,25.9,False
3754386,(2016 NV),0.3051792326,0.6824015094,35468.8592929572,64554634.24858216,Earth,False,19.7,True
3831475,(2018 TB3),0.0121494041,0.0271668934,40328.7541386152,18954280.80891554,Earth,False,26.7,False
3843374,(2019 OO1),0.0530340723,0.1185877909,27947.1393569866,9289846.937974105,Earth,False,23.5,False
54051301,(2020 QH3),0.040230458,0.0899580388,35716.5993810416,41836200.0488849,Earth,False,24.1,False
3515451,(2010 GV23),0.0080270317,0.0179489885,44431.3242569542,34401217.5498344,Earth,False,27.6,False
3381448,(2007 PV27),0.2424124811,0.5420507863,80321.9850435154,40958277.75313235,Earth,False,20.2,True
3760884,(2016 TH55),0.1756123185,0.3926810818,106161.6313802128,10160959.00013192,Earth,False,20.9,True
